startTime,label,indiv,xcoord,ycoord,sidePlantSampled,phenology,circumStem,width,plantMeasurements__width2,plantMeasurements__height,height_sample,endTime
2018-07-17T17:42:09.345Z,4_1_6_2,2,35,28,NA,flowering,NA,5,3,17,7,2018-07-20T15:48:00.546Z
2018-07-17T17:48:07.019Z,4_1_6_3,3,40,26,NA,flowering,NA,6,6,22,9,2018-07-20T15:48:00.546Z
2018-07-17T17:49:38.879Z,4_1_6_4,4,49,25,NA,flowering,NA,5,4,13,4,2018-07-20T15:48:00.546Z
2018-07-17T17:54:39.304Z,4_1_6_5,5,49,38,NA,flowering,NA,NA,NA,12,5,2018-07-20T15:48:00.546Z
2018-07-17T18:01:06.550Z,4_1_6_6,6,21,21,NA,flowering,NA,8,5,9,5,2018-07-20T15:48:00.546Z
2018-07-17T18:03:07.594Z,4_1_6_7,7,6,30,NA,flowering,NA,6,5,15,5,2018-07-20T15:48:00.546Z
2018-07-17T18:06:48.258Z,4_1_6_8,8,8,13,NA,flowering,NA,6,6,12,5,2018-07-20T15:48:00.546Z
2018-07-17T18:16:48.217Z,4_1_6_9,9,50,15,NA,flowering,NA,4,5,9,4,2018-07-20T15:48:00.546Z
2018-07-17T18:31:23.854Z,4_1_7_1,1,28,11,NA,flowering,NA,10,8,9,5,2018-07-20T15:48:00.546Z
2018-07-17T19:11:59.579Z,4_1_7_10,10,26,35,NA,flowering,NA,NA,NA,5,2,2018-07-20T15:48:00.546Z
2018-07-17T18:42:29.756Z,4_1_7_2,2,30,30,NA,flowering,NA,9,6,4,2,2018-07-20T15:48:00.546Z
2018-07-17T18:44:44.759Z,4_1_7_3,3,49,44,NA,flowering,NA,8,8,7,3,2018-07-20T15:48:00.546Z
2018-07-17T18:50:34.151Z,4_1_7_4,4,5,18,NA,flowering,NA,9,5,3,1,2018-07-20T15:48:00.546Z
2018-07-17T18:55:15.858Z,4_1_7_5,5,23,44,NA,flowering,NA,6,5,5,2,2018-07-20T15:48:00.546Z
2018-07-17T19:02:37.715Z,4_1_7_6,6,9,35,NA,flowering,NA,NA,NA,NA,NA,2018-07-20T15:48:00.546Z
2018-07-17T19:03:00.634Z,4_1_7_7,7,28,48,NA,flowering,NA,6,5,8,4,2018-07-20T15:48:00.546Z
2018-07-17T19:04:45.945Z,4_1_7_8,8,38,24,NA,flowering,NA,10,9,7,3,2018-07-20T15:48:00.546Z
2018-07-17T19:07:26.811Z,4_1_7_9,9,25,39,NA,flowering,NA,NA,NA,NA,NA,2018-07-20T15:48:00.546Z
2018-07-17T22:51:19.681Z,4_2_1_1,1,20,25,north,flowering,NA,156,112,91,65,2018-07-20T18:02:49.025Z
2018-07-17T23:52:38.615Z,4_2_1_10,10,1,0,east,flowering,NA,76,101,76,51,2018-07-20T18:02:49.025Z
2018-07-17T22:53:30.051Z,4_2_1_2,2,32,17,west,flowering,NA,175,101,106,80,2018-07-20T18:02:49.025Z
2018-07-17T23:02:29.708Z,4_2_1_3,3,1,26,west,flowering,NA,75,81,62,40,2018-07-20T18:02:49.025Z
2018-07-17T23:12:09.126Z,4_2_1_4,4,20,39,west,flowering,NA,150,87,88,42,2018-07-20T18:02:49.025Z
2018-07-17T23:20:49.928Z,4_2_1_5,5,38,8,north,flowering,NA,110,50,65,42,2018-07-20T18:02:49.025Z
2018-07-17T23:27:03.193Z,4_2_1_6,6,41,15,east,flowering,NA,41,35,62,50,2018-07-20T18:02:49.025Z
2018-07-17T23:34:00.367Z,4_2_1_7,7,13,22,south,flowering,NA,101,102,99,50,2018-07-20T18:02:49.025Z
2018-07-17T23:39:13.597Z,4_2_1_8,8,37,28,north,flowering,NA,120,64,74,50,2018-07-20T18:02:49.025Z
2018-07-17T23:43:10.196Z,4_2_1_9,9,18,44,west,flowering,NA,100,60,81,45,2018-07-20T18:02:49.025Z
2018-07-17T23:59:00.588Z,4_2_2_1,1,21,26,west,flowering,NA,50,46,47,20,2018-07-20T18:02:49.025Z
2018-07-18T01:01:08.356Z,4_2_2_10,10,46,28,west,flowering,NA,44,43,54,21,2018-07-20T18:02:49.025Z
2018-07-18T00:16:58.268Z,4_2_2_2,2,23,24,west,flowering,NA,54,52,57,30,2018-07-20T18:02:49.025Z
2018-07-18T00:24:28.622Z,4_2_2_3,3,28,36,east,flowering,NA,33,33,42,15,2018-07-20T18:02:49.025Z
2018-07-18T00:28:22.566Z,4_2_2_4,4,39,28,west,flowering,NA,30,24,44,26,2018-07-20T18:02:49.025Z
2018-07-18T00:34:36.831Z,4_2_2_5,5,39,18,west,flowering,NA,45,33,56,25,2018-07-20T18:02:49.025Z
2018-07-18T00:39:56.651Z,4_2_2_6,7,12,37,north,flowering,NA,41,41,59,22,2018-07-20T18:02:49.025Z
2018-07-18T00:45:59.622Z,4_2_2_7,8,32,26,east,flowering,NA,37,30,47,20,2018-07-20T18:02:49.025Z
2018-07-18T00:51:37.692Z,4_2_2_8,6,15,1,west,flowering,NA,51,56,74,30,2018-07-20T18:02:49.025Z
2018-07-18T00:56:52.955Z,4_2_2_9,9,47,17,east,flowering,NA,56,38,42,20,2018-07-20T18:02:49.025Z
2018-07-18T01:04:01.066Z,4_2_3_1,1,21,26,west,flowering,NA,70,66,64,40,2018-07-20T18:02:49.025Z
2018-07-18T17:11:23.918Z,4_2_3_10,10,9,8,NA,flowering,NA,28,23,59,26,2018-07-20T18:02:49.025Z
2018-07-18T16:31:02.770Z,4_2_3_2,2,45,10,north,flowering,NA,55,42,58,41,2018-07-20T18:02:49.025Z
2018-07-18T16:35:35.002Z,4_2_3_3,3,25,45,NA,flowering,NA,41,35,52,29,2018-07-20T18:02:49.025Z
2018-07-18T16:41:51.762Z,4_2_3_4,4,28,46,NA,flowering,NA,41,34,55,25,2018-07-20T18:02:49.025Z
2018-07-18T16:45:59.028Z,4_2_3_5,5,25,3,NA,flowering,NA,45,32,43,29,2018-07-20T18:02:49.025Z
2018-07-18T16:51:43.519Z,4_2_3_6,6,25,31,NA,flowering,NA,17,16,52,25,2018-07-20T18:02:49.025Z
2018-07-18T16:56:51.458Z,4_2_3_7,7,13,28,NA,flowering,NA,36,47,62,35,2018-07-20T18:02:49.025Z
2018-07-18T17:01:38.198Z,4_2_3_8,8,5,25,NA,flowering,NA,69,69,46,36,2018-07-20T18:02:49.025Z
2018-07-18T17:07:22.215Z,4_2_3_9,9,4,16,NA,flowering,NA,26,21,71,36,2018-07-20T18:02:49.025Z
2018-07-18T17:15:34.631Z,4_2_4_1,1,2,26,NA,flowering,NA,3,2,11,2,2018-07-20T18:02:49.025Z
2018-07-18T17:52:57.436Z,4_2_4_10,10,1,30,NA,flowering,NA,15,10,11,3,2018-07-20T18:02:49.025Z
2018-07-18T17:28:42.510Z,4_2_4_2,2,2,26,NA,flowering,NA,11,9,7,3,2018-07-20T18:02:49.025Z
2018-07-18T17:29:26.338Z,4_2_4_3,3,6,33,NA,flowering,NA,16,11,12,2,2018-07-20T18:02:49.025Z
2018-07-18T17:33:15.361Z,4_2_4_4,4,6,34,NA,flowering,NA,11,10,13,3,2018-07-20T18:02:49.025Z
2018-07-18T17:35:42.023Z,4_2_4_5,5,0,32,NA,flowering,NA,5,4,10,2,2018-07-20T18:02:49.025Z
2018-07-18T17:38:46.992Z,4_2_4_6,6,0,32,NA,flowering,NA,16,15,12,3,2018-07-20T18:02:49.025Z
2018-07-18T17:39:55.470Z,4_2_4_7,7,1,22,NA,flowering,NA,17,11,13,3,2018-07-20T18:02:49.025Z
2018-07-18T17:45:24.786Z,4_2_4_8,8,0,20,NA,flowering,NA,9,8,10,2,2018-07-20T18:02:49.025Z
2018-07-18T17:49:42.426Z,4_2_4_9,9,5,23,NA,flowering,NA,6,4,13,2,2018-07-20T18:02:49.025Z
2018-07-18T17:56:07.083Z,4_2_5_1,1,3,26,NA,flowering,NA,37,27,25,4,2018-07-20T18:02:49.025Z
2018-07-18T19:15:09.820Z,4_2_5_10,10,48,19,NA,flowering,NA,64,33,28,3,2018-07-20T18:02:49.025Z
2018-07-18T18:28:57.642Z,4_2_5_2,2,7,27,NA,flowering,NA,45,36,19,3,2018-07-20T18:02:49.025Z
2018-07-18T18:37:12.101Z,4_2_5_3,3,16,32,NA,flowering,NA,110,84,29,4,2018-07-20T18:02:49.025Z
2018-07-18T18:42:57.953Z,4_2_5_4,4,22,28,NA,flowering,NA,90,80,22,4,2018-07-20T18:02:49.025Z
2018-07-18T18:51:29.329Z,4_2_5_5,5,29,32,NA,flowering,NA,20,19,35,4,2018-07-20T18:02:49.025Z
2018-07-18T18:54:55.298Z,4_2_5_6,6,33,27,NA,flowering,NA,22,21,32,4,2018-07-20T18:02:49.025Z
2018-07-18T19:00:12.941Z,4_2_5_7,7,36,26,NA,flowering,NA,53,53,19,3,2018-07-20T18:02:49.025Z
2018-07-18T19:05:27.963Z,4_2_5_8,8,47,31,NA,flowering,NA,39,25,23,2,2018-07-20T18:02:49.025Z
2018-07-18T19:10:10.770Z,4_2_5_9,9,46,35,NA,flowering,NA,26,14,41,3,2018-07-20T18:02:49.025Z
2018-07-18T19:23:12.208Z,4_2_6_1,1,3,26,NA,flowering,NA,40,34,45,18,2018-07-20T18:02:49.025Z
2018-07-18T19:41:16.303Z,4_2_6_2,2,27,3,NA,flowering,NA,40,23,39,20,2018-07-20T18:02:49.025Z
2018-07-18T19:48:56.774Z,4_2_6_3,3,10,27,NA,flowering,NA,29,24,48,12,2018-07-20T18:02:49.025Z
2018-07-18T19:54:18.703Z,4_2_6_4,4,11,2,NA,flowering,NA,36,33,57,25,2018-07-20T18:02:49.025Z
2018-07-18T19:59:35.800Z,4_2_6_5,5,21,40,NA,flowering,NA,31,24,51,22,2018-07-20T18:02:49.025Z
2018-07-18T20:05:39.897Z,4_2_6_6,6,15,50,NA,flowering,NA,52,34,54,26,2018-07-20T18:02:49.025Z
2018-07-18T20:11:07.100Z,4_2_6_7,7,4,26,NA,flowering,NA,26,18,47,14,2018-07-20T18:02:49.025Z
2018-07-18T20:16:42.855Z,4_2_6_8,8,8,47,NA,flowering,NA,34,24,45,18,2018-07-20T18:02:49.025Z
2018-07-18T20:21:49.688Z,4_2_6_9,9,0,39,NA,flowering,NA,53,49,53,20,2018-07-20T18:02:49.025Z
2018-07-18T20:31:02.393Z,4_2_7_1,1,36,17,NA,flowering,NA,90,82,102,40,2018-07-20T18:02:49.025Z
2018-07-18T21:35:39.823Z,4_2_7_10,10,13,20,NA,flowering,NA,88,68,100,60,2018-07-20T18:02:49.025Z
2018-07-18T20:49:15.587Z,4_2_7_2,2,36,19,NA,flowering,NA,70,50,106,33,2018-07-20T18:02:49.025Z
2018-07-18T20:54:26.794Z,4_2_7_3,3,7,45,NA,flowering,NA,57,52,106,35,2018-07-20T18:02:49.025Z
2018-07-18T21:01:41.087Z,4_2_7_4,4,25,14,NA,flowering,NA,44,28,92,30,2018-07-20T18:02:49.025Z
2018-07-18T21:10:12.040Z,4_2_7_5,5,25,43,NA,flowering,NA,74,54,109,50,2018-07-20T18:02:49.025Z
2018-07-18T21:13:56.171Z,4_2_7_6,6,45,31,NA,flowering,NA,110,100,109,50,2018-07-20T18:02:49.025Z
2018-07-18T21:20:45.328Z,4_2_7_7,6,44,31,NA,flowering,NA,70,61,81,40,2018-07-20T18:02:49.025Z
2018-07-18T21:25:11.871Z,4_2_7_8,7,48,46,NA,flowering,NA,58,51,76,30,2018-07-20T18:02:49.025Z
2018-07-18T21:30:39.192Z,4_2_7_9,9,21,38,NA,flowering,NA,60,42,107,38,2018-07-20T18:02:49.025Z
2018-07-19T15:27:38.741Z,4_3_1_1,1,25,27,NA,flowering,NA,39,27,53,26,2018-07-20T21:35:01.199Z
2018-07-19T16:24:04.151Z,4_3_1_10,10,31,40,NA,flowering,NA,91,88,45,20,2018-07-20T21:35:01.199Z
2018-07-19T15:32:17.478Z,4_3_1_2,2,40,17,NA,flowering,NA,63,32,79,50,2018-07-20T21:35:01.199Z
2018-07-19T15:38:17.644Z,4_3_1_3,3,49,3,NA,flowering,NA,89,74,76,40,2018-07-20T21:35:01.199Z
2018-07-19T15:44:00.737Z,4_3_1_4,4,44,6,NA,flowering,NA,94,79,73,40,2018-07-20T21:35:01.199Z
2018-07-19T15:50:26.803Z,4_3_1_5,5,6,18,NA,flowering,NA,84,79,71,38,2018-07-20T21:35:01.199Z
2018-07-19T15:57:33.156Z,4_3_1_6,6,43,23,NA,flowering,NA,90,65,70,40,2018-07-20T21:35:01.199Z
2018-07-19T16:03:57.507Z,4_3_1_7,7,36,25,NA,flowering,NA,153,130,91,28,2018-07-20T21:35:01.199Z
2018-07-19T16:14:15.357Z,4_3_1_8,8,24,35,NA,flowering,NA,80,59,73,40,2018-07-20T21:35:01.199Z
2018-07-19T16:18:42.745Z,4_3_1_9,9,25,1,NA,flowering,NA,64,63,88,55,2018-07-20T21:35:01.199Z
2018-07-19T16:31:48.400Z,4_3_2_1,1,22,31,NA,flowering,NA,11,7,15,4,2018-07-20T21:35:01.199Z
2018-07-19T17:49:12.061Z,4_3_2_10,10,5,44,NA,flowering,NA,5,5,11,3,2018-07-20T21:35:01.199Z
2018-07-19T17:16:32.343Z,4_3_2_2,2,21,31,NA,flowering,NA,14,9,13,3,2018-07-20T21:35:01.199Z
2018-07-19T17:20:46.495Z,4_3_2_3,3,19,30,NA,flowering,NA,5,4,15,2,2018-07-20T21:35:01.199Z
2018-07-19T17:24:05.562Z,4_3_2_4,4,19,29,NA,flowering,NA,10,9,9,2,2018-07-20T21:35:01.199Z
2018-07-19T17:26:38.464Z,4_3_2_5,5,19,28,NA,flowering,NA,15,15,18,3,2018-07-20T21:35:01.199Z
2018-07-19T17:30:57.426Z,4_3_2_6,6,2,15,NA,flowering,NA,16,9,12,3,2018-07-20T21:35:01.199Z
2018-07-19T17:36:47.764Z,4_3_2_7,7,3,5,NA,flowering,NA,16,14,16,3,2018-07-20T21:35:01.199Z
2018-07-19T17:40:35.988Z,4_3_2_8,8,3,40,NA,flowering,NA,7,6,17,3,2018-07-20T21:35:01.199Z
2018-07-19T17:47:26.344Z,4_3_2_9,9,5,42,NA,flowering,NA,8,5,9,3,2018-07-20T21:35:01.199Z
2018-07-19T17:53:51.812Z,4_3_3_1,1,14,27,NA,fruiting,NA,NA,NA,29,20,2018-07-20T21:35:01.199Z
2018-07-19T19:02:48.338Z,4_3_3_10,10,19,31,NA,vegetative,NA,200,180,45,26,2018-07-20T21:35:01.199Z
2018-07-19T18:05:54.227Z,4_3_3_2,2,18,26,NA,vegetative,NA,157,86,42,25,2018-07-20T21:35:01.199Z
2018-07-19T18:15:51.329Z,4_3_3_3,3,4,29,west,fruiting,NA,450,290,54,42,2018-07-20T21:35:01.199Z
2018-07-19T18:24:13.939Z,4_3_3_4,4,4,21,NA,vegetative,NA,240,210,65,35,2018-07-20T21:35:01.199Z
2018-07-19T18:27:58.013Z,4_3_3_5,5,18,7,NA,fruiting,NA,277,168,39,24,2018-07-20T21:35:01.199Z
2018-07-19T18:36:33.206Z,4_3_3_6,6,16,0,NA,vegetative,NA,55,46,25,20,2018-07-20T21:35:01.199Z
2018-07-19T18:39:50.571Z,4_3_3_7,7,21,49,NA,fruiting,NA,295,290,65,40,2018-07-20T21:35:01.199Z
2018-07-19T18:52:37.020Z,4_3_3_8,8,25,39,NA,fruiting,NA,380,370,65,40,2018-07-20T21:35:01.199Z
2018-07-19T18:59:01.402Z,4_3_3_9,9,33,42,NA,fruiting,NA,550,420,84,72,2018-07-20T21:35:01.199Z
2018-07-19T19:09:39.654Z,4_3_4_1,1,16,22,north,fruiting,167,500,800,1960,180,2018-07-20T21:35:01.199Z
2018-07-19T21:40:15.616Z,4_3_4_10,10,0,34,north,fruiting,110,500,600,1430,139,2018-07-20T21:35:01.199Z
2018-07-19T20:28:05.393Z,4_3_4_2,2,22,21,north,fruiting,104,400,400,1710,128,2018-07-20T21:35:01.199Z
2018-07-19T20:36:24.785Z,4_3_4_3,3,22,13,south,fruiting,50,350,250,400,164,2018-07-20T21:35:01.199Z
2018-07-19T20:44:17.642Z,4_3_4_4,4,17,0,west,fruiting,170,700,1000,1660,210,2018-07-20T21:35:01.199Z
2018-07-19T20:55:50.905Z,4_3_4_5,5,11,1,east,fruiting,60,300,300,990,150,2018-07-20T21:35:01.199Z
2018-07-19T21:03:45.397Z,4_3_4_6,6,11,25,west,fruiting,121,660,520,1680,190,2018-07-20T21:35:01.199Z
2018-07-19T21:16:17.119Z,4_3_4_7,7,11,29,south,fruiting,58,430,300,1660,180,2018-07-20T21:35:01.199Z
2018-07-19T21:23:19.239Z,4_3_4_8,8,12,35,north,fruiting,115,650,650,1260,103,2018-07-20T21:35:01.199Z
2018-07-19T21:30:48.727Z,4_3_4_9,9,5,39,west,fruiting,178,1300,1000,1300,100,2018-07-20T21:35:01.199Z
2018-07-19T21:47:20.685Z,4_3_5_1,1,12,26,NA,vegetative,NA,25,17,9,6,2018-07-20T21:35:01.199Z
2018-07-19T23:00:47.339Z,4_3_5_10,10,NA,4,NA,vegetative,NA,15,11,10,7,2018-07-20T21:35:01.199Z
2018-07-19T22:29:11.764Z,4_3_5_2,2,11,26,NA,vegetative,NA,20,12,10,6,2018-07-20T21:35:01.199Z
2018-07-19T22:32:42.191Z,4_3_5_3,3,9,20,NA,vegetative,NA,16,13,16,8,2018-07-20T21:35:01.199Z
2018-07-19T22:36:58.615Z,4_3_5_4,4,0,22,NA,vegetative,NA,43,29,20,10,2018-07-20T21:35:01.199Z
2018-07-19T22:41:46.846Z,4_3_5_5,5,3,42,NA,vegetative,NA,13,10,19,16,2018-07-20T21:35:01.199Z
2018-07-19T22:45:00.090Z,4_3_5_6,6,25,43,NA,vegetative,NA,19,20,12,8,2018-07-20T21:35:01.199Z
2018-07-19T22:49:31.694Z,4_3_5_7,7,38,41,NA,vegetative,NA,13,11,10,5,2018-07-20T21:35:01.199Z
2018-07-19T22:54:35.425Z,4_3_5_8,8,48,29,NA,vegetative,NA,52,41,14,9,2018-07-20T21:35:01.199Z
2018-07-19T22:58:26.337Z,4_3_5_9,9,41,22,NA,vegetative,NA,28,18,11,8,2018-07-20T21:35:01.199Z
2018-07-19T23:06:29.223Z,4_3_6_1,1,8,23,NA,flowering,NA,105,97,33,4,2018-07-20T21:35:01.199Z
2018-07-20T20:34:12.521Z,4_3_6_10,10,31,33,NA,flowering,NA,20,17,44,4,2018-07-20T21:35:01.199Z
2018-07-19T23:26:38.994Z,4_3_6_2,2,49,47,NA,flowering,NA,34,17,43,6,2018-07-20T21:35:01.199Z
2018-07-19T23:32:50.686Z,4_3_6_3,3,4,22,NA,flowering,NA,22,13,47,4,2018-07-20T21:35:01.199Z
2018-07-19T23:38:57.787Z,4_3_6_4,4,14,10,NA,flowering,NA,73,55,38,5,2018-07-20T21:35:01.199Z
2018-07-19T23:44:31.742Z,4_3_6_5,5,6,11,NA,flowering,NA,52,29,32,4,2018-07-20T21:35:01.199Z
2018-07-20T20:13:48.726Z,4_3_6_6,6,50,7,NA,flowering,NA,33,20,47,4,2018-07-20T21:35:01.199Z
2018-07-20T20:17:27.688Z,4_3_6_7,7,41,16,NA,flowering,NA,33,17,43,4,2018-07-20T21:35:01.199Z
2018-07-20T20:22:08.810Z,4_3_6_8,8,32,21,NA,flowering,NA,60,38,41,4,2018-07-20T21:35:01.199Z
2018-07-20T20:28:43.826Z,4_3_6_9,9,29,8,NA,flowering,NA,70,67,33,4,2018-07-20T21:35:01.199Z
2018-07-20T20:38:08.135Z,4_3_7_1,1,8,16,NA,flowering,NA,48,44,45,15,2018-07-20T21:35:01.199Z
2018-07-20T21:30:13.004Z,4_3_7_10,10,32,27,NA,flowering,NA,60,60,54,20,2018-07-20T21:35:01.199Z
2018-07-20T20:49:17.031Z,4_3_7_2,2,10,21,NA,flowering,NA,59,50,39,12,2018-07-20T21:35:01.199Z
2018-07-20T20:51:28.778Z,4_3_7_3,3,38,22,NA,flowering,NA,44,41,40,10,2018-07-20T21:35:01.199Z
2018-07-20T20:55:52.613Z,4_3_7_4,4,1,27,NA,flowering,NA,53,50,42,10,2018-07-20T21:35:01.199Z
2018-07-20T21:02:36.429Z,4_3_7_5,5,41,32,NA,flowering,NA,43,33,43,18,2018-07-20T21:35:01.199Z
2018-07-20T21:07:30.632Z,4_3_7_6,6,5,0,NA,flowering,NA,40,40,41,12,2018-07-20T21:35:01.199Z
2018-07-20T21:13:06.000Z,4_3_7_7,7,17,41,NA,flowering,NA,50,32,32,28,2018-07-20T21:35:01.199Z
2018-07-20T21:19:10.076Z,4_3_7_8,8,43,22,NA,flowering,NA,43,31,48,28,2018-07-20T21:35:01.199Z
2018-07-20T21:25:07.408Z,4_3_7_9,9,35,33,NA,flowering,NA,50,42,55,26,2018-07-20T21:35:01.199Z
2018-08-02T19:35:42.012Z,5_1_1,1,23,26,south,fruiting,44,580,610,410,12,2018-08-03T22:23:23.554Z
2018-08-03T16:56:27.160Z,5_1_10,10,5,27,east,vegetative,NA,100,90,27,20,2018-08-03T22:23:23.554Z
2018-08-02T19:49:33.509Z,5_1_2,2,25,16,south,fruiting,18,480,300,400,12,2018-08-03T22:23:23.554Z
2018-08-03T17:00:55.556Z,5_1_2_1,1,31,8,NA,flowering,NA,26,25,2,2,2018-08-03T22:23:23.554Z
2018-08-03T17:42:27.653Z,5_1_2_10,10,25,1,NA,fruiting,NA,21,16,1,1,2018-08-03T22:23:23.554Z
2018-08-03T17:11:09.094Z,5_1_2_2,2,31,6,NA,vegetative,NA,9,9,2,2,2018-08-03T22:23:23.554Z
2018-08-03T17:15:10.766Z,5_1_2_3,3,29,5,NA,fruiting,NA,17,16,2,2,2018-08-03T22:23:23.554Z
2018-08-03T17:18:19.483Z,5_1_2_4,4,26,3,NA,fruiting,NA,25,22,2,2,2018-08-03T22:23:23.554Z
2018-08-03T17:21:28.291Z,5_1_2_5,5,26,1,NA,fruiting,NA,9,6,1,1,2018-08-03T22:23:23.554Z
2018-08-03T17:24:44.604Z,5_1_2_6,6,9,33,NA,flowering,NA,50,29,2,2,2018-08-03T22:23:23.554Z
2018-08-03T17:28:01.139Z,5_1_2_7,7,35,8,NA,fruiting,NA,27,21,2,2,2018-08-03T22:23:23.554Z
2018-08-03T17:31:19.190Z,5_1_2_8,8,46,25,NA,fruiting,NA,33,26,2,2,2018-08-03T22:23:23.554Z
2018-08-03T17:35:36.352Z,5_1_2_9,9,19,0,NA,fruiting,NA,14,11,2,1,2018-08-03T22:23:23.554Z
2018-08-02T19:55:33.268Z,5_1_3,3,37,27,east,fruiting,20,170,190,310,50,2018-08-03T22:23:23.554Z
2018-08-03T17:46:02.366Z,5_1_3_1,1,30,10,NA,fruiting,NA,72,57,2,2,2018-08-03T22:23:23.554Z
2018-08-03T18:27:48.834Z,5_1_3_10,10,49,14,NA,fruiting,NA,74,43,3,2,2018-08-03T22:23:23.554Z
2018-08-03T17:54:24.605Z,5_1_3_2,2,37,9,NA,fruiting,NA,177,147,3,2,2018-08-03T22:23:23.554Z
2018-08-03T17:59:01.168Z,5_1_3_3,3,39,9,NA,fruiting,NA,83,60,3,2,2018-08-03T22:23:23.554Z
2018-08-03T18:02:12.974Z,5_1_3_4,4,38,0,NA,fruiting,NA,155,110,3,2,2018-08-03T22:23:23.554Z
2018-08-03T18:06:40.711Z,5_1_3_5,5,47,11,NA,fruiting,NA,111,68,3,2,2018-08-03T22:23:23.554Z
2018-08-03T18:12:13.579Z,5_1_3_6,6,48,11,NA,fruiting,NA,52,34,3,2,2018-08-03T22:23:23.554Z
2018-08-03T18:19:28.239Z,5_1_3_7,7,48,13,NA,fruiting,NA,207,200,3,2,2018-08-03T22:23:23.554Z
2018-08-03T18:20:37.812Z,5_1_3_8,8,50,13,NA,fruiting,NA,156,103,3,2,2018-08-03T22:23:23.554Z
2018-08-03T18:24:31.656Z,5_1_3_9,9,50,11,NA,fruiting,NA,69,57,3,2,2018-08-03T22:23:23.554Z
2018-08-02T20:01:55.895Z,5_1_4,4,27,31,east,fruiting,96,330,410,800,130,2018-08-03T22:23:23.554Z
2018-08-03T18:38:00.245Z,5_1_4_1,1,29,8,NA,flowering,NA,5,4,5,2,2018-08-03T22:23:23.554Z
2018-08-03T18:44:30.411Z,5_1_4_2,2,45,25,NA,flowering,NA,10,9,4,3,2018-08-03T22:23:23.554Z
2018-08-03T18:47:31.532Z,5_1_4_3,3,47,24,NA,flowering,NA,11,7,8,2,2018-08-03T22:23:23.554Z
2018-08-03T18:49:27.280Z,5_1_4_4,4,47,24,NA,flowering,NA,5,6,5,2,2018-08-03T22:23:23.554Z
2018-08-03T18:51:37.196Z,5_1_4_5,5,48,23,NA,flowering,NA,3,2,7,2,2018-08-03T22:23:23.554Z
2018-08-03T18:52:14.517Z,5_1_4_6,6,49,22,NA,flowering,NA,6,5,7,2,2018-08-03T22:23:23.554Z
2018-08-03T18:53:47.276Z,5_1_4_7,7,49,22,NA,flowering,NA,4,3,5,2,2018-08-03T22:23:23.554Z
2018-08-02T20:08:49.744Z,5_1_5,5,24,34,east,fruiting,64,350,440,620,80,2018-08-03T22:23:23.554Z
2018-08-02T20:16:22.518Z,5_1_6,6,34,8,north,fruiting,30,600,450,430,15,2018-08-03T22:23:23.554Z
2018-08-03T16:43:22.009Z,5_1_7,7,26,8,north,vegetative,NA,180,154,54,30,2018-08-03T22:23:23.554Z
2018-08-03T16:46:15.985Z,5_1_8,8,16,9,south,vegetative,NA,120,100,55,40,2018-08-03T22:23:23.554Z
2018-08-03T16:49:57.238Z,5_1_9,9,3,9,south,fruiting,NA,1100,1050,230,30,2018-08-03T22:23:23.554Z
2018-08-04T16:11:07.738Z,5_2_1_1,1,16,13,south,fruiting,135,700,700,1760,150,2018-08-05T17:08:33.423Z
2018-08-04T17:45:33.071Z,5_2_1_10,10,50,40,north,vegetative,20,225,192,350,115,2018-08-05T17:08:33.423Z
2018-08-04T16:36:10.768Z,5_2_1_2,2,27,11,east,vegetative,15,155,137,280,160,2018-08-05T17:08:33.423Z
2018-08-04T16:46:14.826Z,5_2_1_3,3,11,23,south,vegetative,19,160,150,315,125,2018-08-05T17:08:33.423Z
2018-08-04T16:52:22.480Z,5_2_1_4,4,8,37,west,fruiting,213,1000,900,2960,130,2018-08-05T17:08:33.423Z
2018-08-04T17:04:13.639Z,5_2_1_5,5,0,37,south,vegetative,18,203,195,350,127,2018-08-05T17:08:33.423Z
2018-08-04T17:10:52.169Z,5_2_1_6,6,13,39,east,vegetative,16,230,203,315,125,2018-08-05T17:08:33.423Z
2018-08-04T17:18:16.560Z,5_2_1_7,7,15,47,south,vegetative,23,180,160,490,125,2018-08-05T17:08:33.423Z
2018-08-04T17:24:23.083Z,5_2_1_8,8,36,28,west,vegetative,19,240,185,320,55,2018-08-05T17:08:33.423Z
2018-08-04T17:36:27.054Z,5_2_1_9,9,39,31,north,vegetative,39,330,230,630,95,2018-08-05T17:08:33.423Z
2018-08-04T17:52:34.325Z,5_2_2_1,1,24,22,north,vegetative,16,203,200,415,12,2018-08-05T17:08:33.423Z
2018-08-04T19:40:35.860Z,5_2_2_10,10,1,12,west,fruiting,90,400,400,1660,196,2018-08-05T17:08:33.423Z
2018-08-04T18:07:36.273Z,5_2_2_2,2,37,32,west,vegetative,13,147,132,430,97,2018-08-05T17:08:33.423Z
2018-08-04T18:18:08.887Z,5_2_2_3,3,10,28,east,vegetative,34,150,133,205,114,2018-08-05T17:08:33.423Z
2018-08-04T18:27:33.319Z,5_2_2_4,4,30,41,north,vegetative,23,200,160,580,140,2018-08-05T17:08:33.423Z
2018-08-04T18:39:36.411Z,5_2_2_5,5,39,11,west,fruiting,72,300,290,1060,80,2018-08-05T17:08:33.423Z
2018-08-04T18:48:45.908Z,5_2_2_6,6,28,0,west,fruiting,59,320,300,1010,54,2018-08-05T17:08:33.423Z
