"instanceID","siteLabel","date","gpsLocation:Latitude","gpsLocation:Longitude","gpsLocation:Altitude","gpsLocation:Accuracy","sitePic__filename","sitePic__type","sitePic__url","sitePic","aspect","slope","SiteNotes","weather","startTime","device","daubPlots__daub_Xcoord","daubPlots__daub_Ycoord","daubPlots__denso","daubPlots__daubplotbare","daubPlots__daubplotltter","daubPlots__daubplotgraminoid","daubPlots__daubplotforb","daubPlots__daubplotshrub","daubPlots__daubplottree","daubPlots__depthOhorizon","daubPlots__depthMhorizon1","daubPlots__depthOhorizon2","daubPlots__depthMhorizon2","daubPlots__depthOhorizon3","daubPlots__depthMhorizon3","daubPlots__depthOhorizon4","daubPlots__depthMhorizon4","daubPlots__tempOhorizon","daubPlots__tempMineral","daubPlots__VegCompositionBlock__speciesCode","daubPlots__VegCompositionBlock__coverClass","vegRich_tree","vegRich_shrub","deadDown","plantMeasurements__plantStartTime","plantMeasurements__taxon","plantMeasurements__indiv","plantMeasurements__xcoord","plantMeasurements__ycoord","plantMeasurements__direction","plantMeasurements__phenology","plantMeasurements__asochost","plantMeasurements__circumStem","plantMeasurements__width","plantMeasurements__width2","plantMeasurements__height","plantMeasurements__height_sample","endTime"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-05T16:50:12.792Z","Juncus","6","26","0","null","fruiting","null","null","null","null","44","20",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-05T16:52:47.398Z","Juncus","7","20","0","null","fruiting","null","null","null","null","53","20",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-05T16:56:17.564Z","Juncus","8","18","26","null","fruiting","null","null","null","null","24","12",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-05T16:59:59.209Z","Juncus","9","17","31","null","fruiting","null","null","null","null","42","15",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-05T17:03:34.878Z","Juncus","10","18","38","null","fruiting","null","null","null","null","55","20",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-05T17:08:27.396Z","null","null","null","null","null","null","null","null","null","null","null","null",""
"uuid:b697f63a-06da-4c93-8260-6ba45354849d","5_3","2018-08-05T18:28:00.000Z","43.30831775496544","-109.83747562970271","2684.262725186342","6.0","","","","null","West","32","null","overcast","2018-08-05T18:27:58.904Z","C8:14:79:50:D6:8E","32","6","4","0","6","0","0","0","6","3","11","0","9","2","9","0","4","null","null","Douglas fir","6","2","1","34","2018-08-05T19:30:41.427Z","Douglasfir","1","25","0","south","fruiting","null","122.0","1100","1000","2060","162","2018-08-06T20:17:41.588Z"
"","","","","","","","","","","","","","","","","","15","0","0","2","1","2","3","0","0","0","4","0","4","0","4","0","3","null","null","Fabaceous thing","4","","","","2018-08-05T19:47:44.810Z","Douglasfir","2","40","0","north","fruiting","null","170.0","1400","1300","2280","51",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sedum","2","","","","2018-08-05T19:56:36.028Z","Douglasfir","3","15","27","east","fruiting","null","140.0","700","620","2660","200",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Antennaria","3","","","","2018-08-05T20:04:59.175Z","Douglas fir","4","18","4","west","fruiting","null","118.0","700","610","1960","190",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Small forb","1","","","","2018-08-05T20:12:48.633Z","Douglas fir","5","26","44","east","vegetative","null","38.0","300","260","700","206",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Festuca","3","","","","2018-08-05T20:21:28.207Z","Douglas fir","6","37","26","north","vegetative","null","28.0","260","220","580","195",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tiny astragalus","1","","","","2018-08-05T20:28:16.658Z","Douglasfir","7","29","16","north","fruiting","null","147.0","1000","1050","2960","155",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Achillea","1","","","","2018-08-05T20:47:34.479Z","Doiglasfir","8","21","8","north","fruiting","null","33.0","300","300","860","200",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Aster purple","1","","","","2018-08-06T15:08:38.505Z","Dougfir","9","28","4","north","fruiting","null","88.0","1000","1100","1540","135",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","White thing","2","","","","2018-08-06T15:16:08.725Z","Dougfir","10","3","35","south","fruiting","null","50.0","300","200","1610","216",""
"","","","","","","","","","","","","","","","","","16","31","0","0","6","2","3","0","0","1","3","2","5","1","4","1","10","null","null","Epilobium ang","2","","","","2018-08-06T15:24:54.514Z","Spruce","1","24","12","north","fruiting","null","130.0","900","620","2500","205",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Purple aster","2","","","","2018-08-06T15:40:24.512Z","Spruce","2","23","30","south","fruiting","null","124.0","710","600","2960","250",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Eriogonum","3","","","","2018-08-06T15:49:29.290Z","White fir","3","25","41","north","fruiting","null","207.0","900","800","2500","246",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Achillea","3","","","","2018-08-06T15:58:44.799Z","Whitefir thought was spruce","4","24","38","west","fruiting","null","118.0","700","700","3060","234",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fabaceous thing","2","","","","2018-08-06T16:04:38.155Z","White fir","5","10","33","south","fruiting","null","55.0","330","300","1360","210",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tiny forb as b4","2","","","","2018-08-06T16:10:57.546Z","Whitefir","6","34","11","east","vegetative","null","34.0","210","200","700","150",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Festuca","2","","","","2018-08-06T16:20:20.929Z","Whitefir","7","33","11","east","vegetative","null","22.0","160","120","1060","160",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Allium","1","","","","2018-08-06T16:25:18.062Z","Whitefir","8","34","9","south","fruiting","null","70.0","320","320","1610","150",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Elymus","3","","","","2018-08-06T16:32:11.205Z","Whitefir","9","33","3","west","fruiting","null","7.0","120","80","180","150",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Aster uellow","1","","","","2018-08-06T16:40:41.935Z","Whitefir","10","13","17","north","fruiting","null","104.0","500","450","1960","260",""
"","","","","","","","","","","","","","","","","","29","3","0","1","3","2","5","0","3","1","5","1","14","1","8","1","8","null","null","Fabacepus thing","5","","","","2018-08-06T16:49:07.450Z","Artr","1","10","6","null","flowering","null","null","35","30","40","20",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Eriogonum","4","","","","2018-08-06T17:04:47.241Z","Artr","2","12","2","null","flowering","null","null","100","50","55","40",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Antennaria","2","","","","2018-08-06T17:08:41.361Z","Artr","3","24","11","null","vegetative","null","null","28","18","43","35",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Festuca","2","","","","2018-08-06T17:13:01.317Z","Artr","4","25","15","null","vegetative","null","null","80","60","40","30",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Silene","1","","","","2018-08-06T17:17:06.503Z","Artr","5","24","20","null","flowering","null","null","71","61","54","30",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mahonia repens","1","","","","2018-08-06T17:21:15.473Z","Artr","6","23","22","null","flowering","null","null","31","30","80","60",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tiny forb","1","","","","2018-08-06T17:24:48.746Z","Artr","7","20","24","null","flowering","null","null","89","69","75","30",""
